Argonne v18 + Urbana X
12C Total momentum distributions for all r     18 May 2021

QQ(J) =  .001
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  1569.9
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  603.87
 
  Q(I)     RHOQNP       DRHOQNP       RHOQPP       DRHOQPP
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  2.3506
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001  62.497      7.8984      7.3632     6.0787
  .1    62.15       7.5152      9.4158     5.6288
  .2    61.014      6.5191     14.5        4.5199
  .3    59.061      5.262      20.152      3.2981
  .4    56.745      4.075      24.176      2.3883
  .5    54.983      3.1278     25.88       1.7908
  .6    54.671      2.4343     26.078      1.3389
  .7    56.083      1.9354     26.097      1.0317
  .8    58.549      1.5677     26.681       .88257
  .9    60.72       1.2827     27.596       .78395
 1      61.29       1.0455     28.074       .66701
 1.1    59.59        .83963    27.516       .5442
 1.2    55.662       .66865    25.829       .42956
 1.3    49.992       .54153    23.297       .32089
 1.4    43.251       .45413    20.289       .24431
 1.5    36.107       .38647    17.084       .2251
 1.6    29.106       .32071    13.871       .21407
 1.7    22.655       .25466    10.818       .17223
 1.8    17.038       .19581     8.1022      .11509
 1.9    12.413       .14986     5.8561      .075225
 2       8.7951      .11606     4.1173      .059882
 2.1     6.0823      .090853    2.8355      .049318
 2.2     4.1123      .071885    1.9157      .037487
 2.3     2.7175      .057864    1.2626      .028324
 2.4     1.753       .047292     .80304     .022349
 2.5     1.1037      .038746     .4887      .017865
 2.6      .68104     .03158      .28576     .014355
 2.7      .41713     .025673     .165       .011597
 2.8      .26        .020948     .098774    .0093439
 2.9      .17022     .01724      .063765    .0076109
 3        .1196      .01437      .044246    .0063281
 3.1      .090131    .01215      .032172    .0052884
 3.2      .071698    .010392     .024355    .0043976
 3.3      .059018    .0089458    .019378    .0036626
 3.4      .049306    .0077072    .0161      .0030793
 3.5      .041127    .0066225    .013558    .0026152
 3.6      .033906    .0056702    .011212    .0022351
 3.7      .027572    .0048414    .0089571   .0019179
 3.8      .022208    .0041331    .0069113   .0016538
 3.9      .017807    .0035385    .0052087   .0014347
 4        .014239    .0030476    .0039025   .0012517
 4.1      .011336    .0026485    .0029632   .0010973
 4.2      .0089526   .0023266    .0023038  9.6644E-4
 4.3      .0069777   .0020676    .0018097  8.5791E-4
 4.4      .0053378   .0018584    .0013818  7.6915E-4
 4.5      .0039974   .0016874   9.7796E-4  6.9471E-4
 4.6      .0029188   .0015468   6.1582E-4  6.321E-4
 4.7      .0020183   .0014306   3.2549E-4  5.8077E-4
 4.8      .0011829   .0013295   8.9636E-5  5.3677E-4
 4.9     3.6962E-4   .0012369  -1.4117E-4  4.975E-4
 5      -3.0154E-4   .0011516  -3.3518E-4  4.6367E-4
 5.1    -6.4978E-4   .0010722  -3.3974E-4  4.3328E-4
 5.2    -7.1312E-4  9.9936E-4  -8.9921E-5  4.0938E-4
 5.3    -7.9379E-4  9.2539E-4   1.4334E-4  3.8912E-4
 5.4     -.00106    8.5437E-4  -8.0449E-5  3.6197E-4
 5.5     -.0012604  7.8884E-4  -7.9578E-4  3.5814E-4
 5.6     -.0010829  7.2748E-4   -.0013312  3.7771E-4
 5.7    -6.4503E-4  6.9002E-4  -8.7646E-4  3.6498E-4
 5.8    -3.0548E-4  6.6642E-4   5.004E-4   4.1338E-4
 5.9    -1.4032E-4  6.4969E-4    .0016281  5.7679E-4
 6      -1.3063E-4  6.8453E-4    .0012697  6.1671E-4
 
QQ(J) =  3.2
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  3.9484
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  1.8317
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001  23.43       5.7137       .31034    4.5565
  .1    23.83       5.445       1.6721     4.2168
  .2    24.802      4.747       5.1035     3.3728
  .3    25.902      3.8677      9.086      2.4315
  .4    26.922      3.0367     12.213      1.7444
  .5    28.103      2.3656     13.964      1.3383
  .6    29.915      1.8587     14.762      1.041
  .7    32.584      1.4782     15.406       .80007
  .8    35.787      1.1896     16.388       .65445
  .9    38.773       .971      17.613       .58338
 1      40.764       .80042    18.619       .52384
 1.1    41.249       .65256    18.978       .4442
 1.2    40.065       .51622    18.523       .34306
 1.3    37.365       .40457    17.342       .24084
 1.4    33.512       .33384    15.637       .18179
 1.5    28.955       .29336    13.603       .18016
 1.6    24.132       .25711    11.401       .17783
 1.7    19.428       .21394     9.1955      .14555
 1.8    15.141       .16876     7.1461      .099266
 1.9    11.449       .1296      5.3738      .065926
 2       8.4169      .099761    3.931       .051786
 2.1     6.0221      .077813    2.8083      .041952
 2.2     4.1958      .061591    1.9595      .031669
 2.3     2.8457      .049685    1.3276      .024056
 2.4     1.8753      .040686     .86434     .01914
 2.5     1.1983      .033323     .53581     .015375
 2.6      .74394     .027061     .317       .012455
 2.7      .45429     .021859     .18358     .010112
 2.8      .28049     .017703     .10951     .0080805
 2.9      .18186     .014475     .070753    .0065263
 3        .12733     .012019     .049754    .0054506
 3.1      .096037    .010152     .036762    .0045774
 3.2      .075954    .0086915    .027785    .003794
 3.3      .06125     .0074916    .021461    .0031431
 3.4      .049497    .0064568    .016997    .0026316
 3.5      .039775    .0055399    .013648    .0022216
 3.6      .03175     .0047287    .010893    .001884
 3.7      .025271    .0040259    .0085377   .0016061
 3.8      .020181    .0034308    .0065835   .0013807
 3.9      .016247    .0029376    .0050541   .0011983
 4        .013171    .0025349    .0039169   .0010473
 4.1      .010666    .0022089    .003091   9.1883E-4
 4.2      .0085453   .0019453    .0024786  8.0905E-4
 4.3      .0067446   .0017327    .0019898  7.1818E-4
 4.4      .0052715   .0015606    .0015649  6.4438E-4
 4.5      .0041227   .0014196    .0011891  5.8277E-4
 4.6      .0032271   .0013035   8.7808E-4  5.3111E-4
 4.7      .0024568   .0012065   6.2623E-4  4.8896E-4
 4.8      .0017009   .001121    3.8155E-4  4.5306E-4
 4.9     9.5571E-4   .0010418   1.1515E-4  4.2073E-4
 5       3.3279E-4  9.6797E-4  -8.2384E-5  3.916E-4
 5.1    -5.874E-5   9.0079E-4  -5.8053E-5  3.6556E-4
 5.2    -2.4179E-4  8.3736E-4   1.7721E-4  3.4862E-4
 5.3    -3.7608E-4  7.7666E-4   3.1837E-4  3.3119E-4
 5.4    -6.0386E-4  7.1988E-4  -3.0668E-6  3.0616E-4
 5.5    -7.8785E-4  6.6859E-4  -7.1613E-4  3.2067E-4
 5.6    -5.0279E-4  6.1747E-4   -.0010834  3.4118E-4
 5.7     3.1908E-4  5.821E-4   -3.4837E-4  3.1343E-4
 5.8     8.1475E-4  5.7589E-4    .0011269  3.9579E-4
 5.9     3.5995E-5  5.5974E-4    .001788   5.5841E-4
 6       -.0014875  6.1997E-4   5.3992E-4  5.4091E-4
 
QQ(J) =  3.4
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  3.0619
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  1.4181
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001   9.8132     4.1301      -.59672    3.3709
  .1    10.177      3.9411       .19479    3.1164
  .2    11.129      3.4512      2.2116     2.4809
  .3    12.367      2.8362      4.6137     1.7671
  .4    13.692      2.255       6.6007     1.2573
  .5    15.145      1.7799      7.8413      .98974
  .6    16.929      1.4099      8.5364      .80144
  .7    19.152      1.121       9.1302      .61756
  .8    21.674       .89664     9.9345      .48382
  .9    24.148       .72824    10.946       .43003
 1      26.174       .603      11.925       .40399
 1.1    27.407       .49895    12.587       .35244
 1.2    27.622       .40004    12.759       .2694
 1.3    26.749       .31087    12.407       .18259
 1.4    24.888       .2483     11.596       .13694
 1.5    22.271       .21572    10.428       .13909
 1.6    19.21        .19525     9.0248      .13863
 1.7    16.016       .17123     7.5248      .11553
 1.8    12.936       .14174     6.0584      .082366
 1.9    10.136       .11211     4.7258      .057599
 2       7.7133      .087048    3.5848      .044982
 2.1     5.7048      .067818    2.6519      .035677
 2.2     4.104       .05351     1.9127      .026917
 2.3     2.8704      .042905    1.338       .020581
 2.4     1.9471      .034887     .8994      .01641
 2.5     1.277       .028461     .57606     .01325
 2.6      .80991     .023054     .35169     .010828
 2.7      .50159     .018532     .20866     .0087976
 2.8      .31087     .014896     .12567     .0069592
 2.9      .20032     .012097     .08085     .0055747
 3        .1388      .010001     .056512    .0046702
 3.1      .10353     .0084221    .041651    .0039302
 3.2      .080594    .007189     .031186    .003239
 3.3      .063371    .006175     .02341     .0026649
 3.4      .049546    .0053002    .017697    .0022199
 3.5      .038467    .0045269    .01351     .0018615
 3.6      .029838    .0038457    .01037     .0015655
 3.7      .023336    .0032616    .0079742   .0013253
 3.8      .018555    .0027747    .006167    .0011354
 3.9      .015046    .0023778    .0048357  9.8593E-4
 4        .012379    .0020573    .0038655  8.6329E-4
 4.1      .010221    .001798     .0031452  7.5728E-4
 4.2      .0083791   .0015867    .0025834  6.6554E-4
 4.3      .0067968   .001415     .0021155  5.8974E-4
 4.4      .0054916   .0012752    .0017087  5.2855E-4
 4.5      .0044737   .0011598    .0013642  4.7755E-4
 4.6      .0036794   .0010638    .0010925  4.3486E-4
 4.7      .0029702  9.8299E-4   8.6491E-4  4.0046E-4
 4.8      .0022466  9.1137E-4   6.1875E-4  3.717E-4
 4.9      .0015703  8.4382E-4   3.5298E-4  3.4538E-4
 5        .0010676  7.8125E-4   1.8497E-4  3.1962E-4
 5.1     7.0579E-4  7.2421E-4   2.2406E-4  2.9776E-4
 5.2     3.3981E-4  6.7307E-4   3.7737E-4  2.8793E-4
 5.3    -3.1977E-5  6.2532E-4   3.5768E-4  2.7188E-4
 5.4    -2.6124E-4  5.8239E-4  -3.3297E-5  2.5207E-4
 5.5    -1.9804E-4  5.4323E-4  -5.6888E-4  2.8092E-4
 5.6     2.9054E-4  4.9894E-4  -6.1344E-4  2.9651E-4
 5.7      .0010527  4.7376E-4   2.3649E-4  2.6748E-4
 5.8      .0012592  4.6674E-4    .0013825  3.6924E-4
 5.9     5.4168E-5  4.743E-4     .0014662  5.0448E-4
 6       -.001978   5.2889E-4  -1.6022E-4  4.6544E-4
 
QQ(J) =  3.6
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  2.3514
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  1.0867
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001   6.0163     3.0267       .28893    2.4626
  .1     6.1377     2.8903       .68023    2.2757
  .2     6.4847     2.5372      1.6852     1.8068
  .3     7.02       2.0946      2.9017     1.2775
  .4     7.7239     1.677       3.9341      .90426
  .5     8.6276     1.3349      4.6052      .72638
  .6     9.7966     1.0648      5.0094      .60763
  .7    11.263       .84966     5.3866      .47342
  .8    12.96        .67874     5.9247      .36142
  .9    14.723       .5474      6.6419      .31707
 1      16.337       .44986     7.4093      .30426
 1.1    17.592       .37395     8.0548      .26918
 1.2    18.318       .30614     8.4482      .20556
 1.3    18.384       .2426      8.5225      .1398
 1.4    17.744       .19094     8.2616      .10612
 1.5    16.465       .1592      7.6938      .10475
 1.6    14.72        .14291     6.8892      .10194
 1.7    12.71        .12997     5.9418      .086005
 1.8    10.62        .11375     4.9472      .065028
 1.9     8.5953      .094726    3.9879      .048908
 2       6.7465      .076031    3.1235      .038699
 2.1     5.1446      .06006     2.3845      .030448
 2.2     3.8167      .047372    1.7746      .023243
 2.3     2.7547      .037571    1.2826      .017914
 2.4     1.9302      .030087     .89407     .0142
 2.5     1.3089      .024259     .59704     .011489
 2.6      .85817     .019534     .38142     .0094422
 2.7      .54733     .015659     .23589     .0076472
 2.8      .34622     .012551     .14567     .006001
 2.9      .22446     .010147     .093691    .0047805
 3        .15383     .0083444    .064279    .0039961
 3.1      .11194     .0069952    .046339    .0033497
 3.2      .084439    .005944     .033958    .0027419
 3.3      .064202    .0050757    .024783    .0022421
 3.4      .048536    .0043253    .017992    .0018578
 3.5      .036509    .0036682    .013098    .0015473
 3.6      .027583    .0031       .0096408   .0012923
 3.7      .021199    .0026221    .0072261   .001088
 3.8      .016735    .0022303    .0055549  9.2935E-4
 3.9      .013584    .0019137    .0043996  8.0718E-4
 4        .011252    .0016579    .0035842  7.0742E-4
 4.1      .0094118   .0014493    .0029795  6.1959E-4
 4.2      .007883    .0012784    .0024991  5.4259E-4
 4.3      .0065858   .0011391    .0020922  4.7917E-4
 4.4      .0054915   .0010251    .0017376  4.2829E-4
 4.5      .0045903  9.2944E-4    .0014368  3.8553E-4
 4.6      .0038534  8.4878E-4    .0011925  3.4972E-4
 4.7      .0031986  7.8128E-4   9.7727E-4  3.216E-4
 4.8      .0025505  7.2157E-4   7.4784E-4  2.9882E-4
 4.9      .0019583  6.6445E-4   5.1849E-4  2.774E-4
 5        .0015449  6.1093E-4   3.8877E-4  2.5427E-4
 5.1      .0012676  5.6473E-4   4.212E-4   2.3716E-4
 5.2     8.8907E-4  5.2396E-4   4.7992E-4  2.3356E-4
 5.3     3.3265E-4  4.9206E-4   3.1063E-4  2.1922E-4
 5.4    -6.1916E-5  4.5815E-4  -1.0528E-4  2.0672E-4
 5.5     1.5018E-4  4.3103E-4  -3.6985E-4  2.4041E-4
 5.6     9.3086E-4  4.0286E-4  -5.4991E-5  2.5103E-4
 5.7      .0015871  3.906E-4    7.084E-4   2.356E-4
 5.8      .0012717  4.1427E-4    .0011994  3.3263E-4
 5.9    -2.3403E-4  4.2122E-4   7.3103E-4  4.3107E-4
 6       -.002059   5.1759E-4  -6.7438E-4  4.1778E-4
 
QQ(J) =  3.8
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  1.7856
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .82351
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001   5.3626     2.2526      1.1789     1.8073
  .1     5.2724     2.1515      1.3319     1.6708
  .2     5.0671     1.8897      1.7254     1.3278
  .3     4.8937     1.5622      2.1993      .93795
  .4     4.8886     1.2544      2.5883      .66012
  .5     5.1321     1.003       2.8194      .53167
  .6     5.6612      .80456     2.9524      .45367
  .7     6.4817      .64524     3.1275      .36073
  .8     7.5484      .51647     3.4541      .27454
  .9     8.7499      .41435     3.9365      .23512
 1       9.9386      .33641     4.489       .2236
 1.1    10.978       .27802     5.0053      .19759
 1.2    11.759       .23101     5.4048      .15172
 1.3    12.186       .18865     5.6344      .10701
 1.4    12.187       .15076     5.6592      .084194
 1.5    11.744       .12205     5.4681      .078316
 1.6    10.901       .10512     5.0798      .071836
 1.7     9.7497      .095877    4.5384      .060628
 1.8     8.4112      .087737    3.9046      .048992
 1.9     7.011       .077305    3.2442      .039893
 2       5.6588      .064927    2.6138      .03249
 2.1     4.4342      .052512    2.0501      .025788
 2.2     3.3814      .04163     1.568       .020106
 2.3     2.5126      .032821    1.168       .015692
 2.4     1.8185      .025946     .84447     .012367
 2.5     1.2793      .020638     .58981     .0099804
 2.6      .87342     .016501     .39686     .0082131
 2.7      .58057     .013227     .25845     .0066303
 2.8      .38059     .010612     .16578     .0051888
 2.9      .2514      .008551     .10768     .0041197
 3        .17073     .0069859    .072391    .0034073
 3.1      .12        .0058232    .050408    .002824
 3.2      .086524    .0049332    .035713    .0022988
 3.3      .063013    .0042014    .025257    .0018775
 3.4      .045863    .0035649    .017703    .0015518
 3.5      .033388    .0030075    .012376    .0012865
 3.6      .024581    .0025317    .0087514   .0010701
 3.7      .018549    .0021384    .0063508  8.984E-4
 3.8      .014458    .0018192    .0047826  7.6497E-4
 3.9      .011632    .0015594    .0037585  6.6255E-4
 4        .0096078   .0013459    .0030764  5.7936E-4
 4.1      .0080869   .0011698    .002596   5.0579E-4
 4.2      .0068836   .0010259    .0022245  4.4081E-4
 4.3      .00589    9.1016E-4    .0019102  3.8765E-4
 4.4      .0050363  8.1593E-4    .0016326  3.4542E-4
 4.5      .0042681  7.3578E-4    .0013844  3.0933E-4
 4.6      .0035626  6.6764E-4    .0011578  2.788E-4
 4.7      .0029422  6.1143E-4   9.432E-4   2.5569E-4
 4.8      .0024308  5.6223E-4   7.4179E-4  2.3768E-4
 4.9      .0020137  5.1439E-4   5.7759E-4  2.199E-4
 5        .0016764  4.7014E-4   4.9227E-4  1.9973E-4
 5.1      .0014177  4.3282E-4   4.8982E-4  1.8787E-4
 5.2      .0011379  4.0434E-4   4.5395E-4  1.8863E-4
 5.3     6.8477E-4  3.8089E-4   2.2592E-4  1.768E-4
 5.4     2.3065E-4  3.5568E-4  -9.8462E-5  1.7145E-4
 5.5     3.1209E-4  3.3741E-4  -1.1741E-4  1.9931E-4
 5.6      .0010414  3.1546E-4   3.4426E-4  2.0967E-4
 5.7      .001584   3.2675E-4   8.2432E-4  2.1207E-4
 5.8      .0010026  3.4481E-4   7.1131E-4  2.7857E-4
 5.9    -5.3608E-4  3.6856E-4  -2.1531E-5  3.6112E-4
 6       -.0017573  4.4325E-4  -8.5381E-4  3.7856E-4
 
QQ(J) =  4
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  1.3417
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .61754
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001   5.2618     1.693       1.565      1.3609
  .1     5.0533     1.6165      1.6016     1.2596
  .2     4.5233     1.4188      1.6911     1.0048
  .3     3.8942     1.1724      1.7806      .71237
  .4     3.3856      .94194     1.8143      .49598
  .5     3.1308      .75445     1.7789      .39051
  .6     3.1815      .60667     1.7305      .33433
  .7     3.5428      .48788     1.7651      .27299
  .8     4.1761      .3913      1.9489      .2111
  .9     4.9891      .31345     2.2713      .17541
 1       5.8571      .25255     2.6616      .16082
 1.1     6.667       .20703     3.0433      .14019
 1.2     7.3413      .1731      3.3667      .10894
 1.3     7.831       .14513     3.605       .081467
 1.4     8.0974      .11956     3.7381      .067166
 1.5     8.1023      .097244    3.7472      .059039
 1.6     7.8178      .081074    3.6195      .050217
 1.7     7.252       .071813    3.3582      .041898
 1.8     6.4625      .066344    2.9893      .036039
 1.9     5.5424      .060775    2.558       .031439
 2       4.59        .053376    2.114       .026606
 2.1     3.6852      .044573    1.6964      .021707
 2.2     2.8793      .03579     1.3276      .017358
 2.3     2.1956      .028225    1.0156      .013728
 2.4     1.6367      .022259     .75949     .010877
 2.5     1.1933      .017678     .55392     .0088122
 2.6      .85056     .014106     .39262     .0072205
 2.7      .59304     .011292     .27006     .0057988
 2.8      .40578     .0090728    .18109     .0045645
 2.9      .27434     .0073128    .11981     .0036294
 3        .18496     .0059328    .07946     .0029415
 3.1      .12548     .0048838    .0534      .0023817
 3.2      .08608     .0040947    .03634     .0019233
 3.3      .059602    .0034707    .024789    .0015735
 3.4      .041471    .0029422    .016806    .0013017
 3.5      .029058    .002483     .01135     .0010785
 3.6      .020746    .0020922    .0077359  8.9732E-4
 3.7      .015297    .0017699    .0054101  7.5231E-4
 3.8      .011708    .001506     .0039397  6.3689E-4
 3.9      .0092744   .0012867    .0030218  5.4732E-4
 4        .0075808   .0011031    .0024534  4.7588E-4
 4.1      .0063784  9.5096E-4    .0020915  4.1387E-4
 4.2      .0054935  8.2711E-4    .001834   3.5899E-4
 4.3      .0047916  7.2886E-4    .0016197  3.1433E-4
 4.4      .0041603  6.4964E-4    .00142    2.7934E-4
 4.5      .0035148  5.8141E-4    .0012193  2.4865E-4
 4.6      .0028508  5.2282E-4    .001007   2.2205E-4
 4.7      .0022763  4.7549E-4   7.9409E-4  2.0285E-4
 4.8      .0019085  4.3462E-4   6.2267E-4  1.8848E-4
 4.9      .0017145  3.9485E-4   5.2988E-4  1.7313E-4
 5        .0015319  3.5958E-4   4.9637E-4  1.5648E-4
 5.1      .001269   3.3264E-4   4.4701E-4  1.4989E-4
 5.2     9.7915E-4  3.1171E-4   3.1305E-4  1.5189E-4
 5.3     7.4789E-4  2.9624E-4   1.2029E-4  1.4442E-4
 5.4     6.4417E-4  2.7293E-4   2.9404E-5  1.4262E-4
 5.5     7.0408E-4  2.6183E-4   1.89E-4    1.6058E-4
 5.6     7.8181E-4  2.4501E-4   4.645E-4   1.7503E-4
 5.7     5.9143E-4  2.6766E-4   4.7588E-4  1.8789E-4
 5.8     9.4857E-5  2.804E-4    7.3555E-5  2.2738E-4
 5.9    -3.5416E-4  2.9433E-4  -4.0519E-4  2.9822E-4
 6      -3.5834E-4  3.6624E-4  -5.2973E-4  3.4292E-4
 
QQ(J) =  4.5
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  .62944
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .28896
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP     DRHOQPP
 *****  **********  *********  **********  *********
  .001   3.6295      .93101     1.0599      .76843
  .1     3.4426      .88416     1.0492      .71366
  .2     2.9379      .764       1.0105      .57525
  .3     2.2576      .61671      .92711     .41226
  .4     1.5696      .48405      .78832     .27828
  .5     1.0092      .38256      .6119      .1966
  .6      .65597     .30692      .45018     .15782
  .7      .53937     .24722      .36428     .13493
  .8      .65006     .19826      .38686     .11106
  .9      .94368     .15853      .50498     .08772
 1       1.3401      .12742      .67203     .070381
 1.1     1.7422      .10453      .83635     .057818
 1.2     2.0836      .088635     .9697      .048233
 1.3     2.3607      .077184    1.0765      .04224
 1.4     2.6028      .067746    1.1747      .037475
 1.5     2.8137      .059222    1.2681      .031652
 1.6     2.9556      .051527    1.3379      .02631
 1.7     2.9819      .044506    1.3586      .022752
 1.8     2.8733      .038235    1.3162      .019734
 1.9     2.6465      .033474    1.215       .016994
 2       2.3419      .030262    1.0737      .01537
 2.1     2.0044      .027131     .91577     .014011
 2.2     1.6698      .02308      .76086     .011821
 2.3     1.3609      .018862     .62117     .0093919
 2.4     1.0904      .015509     .50134     .0077003
 2.5      .86283     .012839     .4006      .0065382
 2.6      .67493     .010382     .31533     .0053354
 2.7      .51862     .0082622    .24178     .0041531
 2.8      .38684     .0066465    .17829     .0032641
 2.9      .27723     .005388     .12562     .0026413
 3        .19041     .004329     .084859    .0021095
 3.1      .12608     .0034464    .055585    .0016304
 3.2      .081283    .0027554    .035716    .001255
 3.3      .051527    .0022445    .022664    .0010001
 3.4      .03241     .0018743    .014242   8.3384E-4
 3.5      .0205      .0015951    .0089022  7.1272E-4
 3.6      .01332     .001368     .0055939  6.0586E-4
 3.7      .0090874   .0011744    .0035907  5.0537E-4
 3.8      .0065606   .0010061    .002404   4.1888E-4
 3.9      .0049798  8.5817E-4    .001725   3.5239E-4
 4        .0039518  7.3007E-4    .0013572  3.0225E-4
 4.1      .0032832  6.2125E-4    .0011629  2.6049E-4
 4.2      .002846   5.2996E-4    .0010446  2.2306E-4
 4.3      .0025189  4.569E-4    9.4514E-4  1.9214E-4
 4.4      .0021906  4.0015E-4   8.4033E-4  1.6838E-4
 4.5      .0017954  3.5243E-4   7.1985E-4  1.4731E-4
 4.6      .0013579  3.1211E-4   5.7933E-4  1.2882E-4
 4.7      .0010003  2.8141E-4   4.3725E-4  1.1667E-4
 4.8     8.5783E-4  2.5479E-4   3.4464E-4  1.0749E-4
 4.9     9.2413E-4  2.2831E-4   3.3766E-4  9.6388E-5
 5       9.8177E-4  2.0892E-4   3.5703E-4  8.8059E-5
 5.1     8.0948E-4  1.9574E-4   2.7759E-4  8.5225E-5
 5.2     5.4097E-4  1.8654E-4   1.0742E-4  8.4908E-5
 5.3     6.0141E-4  1.7944E-4   7.1769E-5  8.9786E-5
 5.4      .00101    1.73E-4     2.9715E-4  9.2783E-5
 5.5      .0010323  1.7067E-4   4.88E-4    9.6689E-5
 5.6     1.154E-4   1.7803E-4   2.3774E-4  1.2402E-4
 5.7     -.0010135  2.2312E-4  -3.4466E-4  1.5132E-4
 5.8    -9.8605E-4  2.5223E-4  -6.584E-4   1.7781E-4
 5.9     4.0699E-4  2.5443E-4  -3.096E-4   2.2132E-4
 6        .0017724  3.8069E-4   4.5338E-4  2.8558E-4
 
QQ(J) =  5
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  .28228
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  .12996
 
  Q(I)    RHOQNP     DRHOQNP     RHOQPP    DRHOQPP
 *****  **********  *********  *********  *********
  .001   2.2146      .54729     .70573     .45022
  .1     2.1047      .51871     .68768     .41894
  .2     1.8146      .44539     .63508     .33964
  .3     1.4413      .35559     .55361     .24518
  .4     1.0821      .27486     .45297     .16504
  .5      .78381     .21373     .34386     .11222
  .6      .54926     .16907     .23891     .084546
  .7      .3827      .13462     .15744     .070399
  .8      .29848     .10725     .11835     .059017
  .9      .28949     .08572     .12281     .047784
 1        .32913     .069316    .15483     .038238
 1.1      .40673     .0578      .20144     .031358
 1.2      .52158     .04955     .25859     .02698
 1.3      .64838     .043434    .31721     .02382
 1.4      .74815     .03872     .36183     .020654
 1.5      .80899     .034789    .38597     .018055
 1.6      .84834     .031358    .39699     .016617
 1.7      .88242     .0274      .40532     .015004
 1.8      .9118      .02309     .41569     .012376
 1.9      .92857     .019579    .42591     .0098482
 2        .92385     .017512    .42871     .0088197
 2.1      .89116     .015851    .4164      .0084008
 2.2      .82978     .013733    .38671     .0073579
 2.3      .74567     .011879    .34419     .006085
 2.4      .648       .010792    .29625     .0052951
 2.5      .54532     .0097028   .24861     .0047413
 2.6      .44478     .0081629   .20401     .0040442
 2.7      .35254     .0065669   .16352     .0032959
 2.8      .27274     .0052981   .12767     .0026575
 2.9      .20626     .0043736   .096653    .0021835
 3        .15175     .0036788   .070475    .0018551
 3.1      .10766     .0031014   .049174    .0015632
 3.2      .073192    .0025575   .032737    .0012399
 3.3      .047717    .0020396   .020848   9.3596E-4
 3.4      .030137    .0015946   .012819   7.2131E-4
 3.5      .018798    .0012592   .0077429  5.893E-4
 3.6      .011893    .0010241   .0047122  4.8965E-4
 3.7      .0078622  8.5383E-4   .0029871  4.0019E-4
 3.8      .0055654  7.181E-4    .0020413  3.253E-4
 3.9      .0042424  6.0245E-4   .0015268  2.6755E-4
 4        .0034227  5.0499E-4   .0012227  2.2323E-4
 4.1      .0028436  4.2611E-4   .0010021  1.8786E-4
 4.2      .0023806  3.6352E-4  8.0909E-4  1.5874E-4
 4.3      .0019915  3.1614E-4  6.3683E-4  1.3746E-4
 4.4      .0016762  2.7971E-4  5.0254E-4  1.2237E-4
 4.5      .0014483  2.4717E-4  4.2108E-4  1.0677E-4
 4.6      .001303   2.2097E-4  3.8633E-4  9.3211E-5
 4.7      .001196   2.0524E-4  3.7095E-4  8.6869E-5
 4.8      .001068   1.8959E-4  3.4511E-4  8.0198E-5
 4.9     9.1601E-4  1.6812E-4  3.0089E-4  7.0327E-5
 5       8.3047E-4  1.4927E-4  2.6559E-4  6.3593E-5
 5.1     8.8206E-4  1.4122E-4  2.7446E-4  6.5286E-5
 5.2     9.2805E-4  1.4189E-4  3.0049E-4  7.3139E-5
 5.3     6.9266E-4  1.4277E-4  2.5492E-4  7.7819E-5
 5.4     2.216E-4   1.4289E-4  1.3315E-4  9.3744E-5
 5.5     2.4644E-5  1.4547E-4  7.4721E-5  1.0296E-4
